epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
88,1453.52,0.70113,0.20872,0.19074,0.41668,0.00827,1.86654,0.99056,0.99968,0.99491,0.91978,0.99056,0.99968,0.99491,0.98505,0.45094,0.10243,0.06865,0.14506,0.00737,0,0.0002774,0.0002774,0.0002774
89,1470.09,0.73602,0.20068,0.17697,0.43527,0.00858,1.67596,0.99925,1,0.995,0.89954,0.99925,1,0.995,0.98474,0.49741,0.10549,0.07041,0.15123,0.00849,0,0.0002576,0.0002576,0.0002576
90,1486.49,0.7071,0.21486,0.17826,0.39522,0.00817,1.52388,0.99865,1,0.995,0.91548,0.99865,1,0.995,0.98571,0.46016,0.10196,0.06753,0.13591,0.00734,0,0.0002378,0.0002378,0.0002378
91,1504.73,0.52679,0.09258,0.08751,0.18583,0.00841,2.14675,1,0.99024,0.995,0.87745,1,0.99024,0.995,0.98117,0.57038,0.11045,0.05767,0.17596,0.00997,0,0.000218,0.000218,0.000218
92,1521.18,0.49394,0.08647,0.06775,0.18481,0.00726,1.79881,0.98128,0.99834,0.9949,0.90901,0.98128,0.99834,0.9949,0.98338,0.4466,0.1075,0.04238,0.14782,0.00747,0,0.0001982,0.0001982,0.0001982
93,1537.52,0.47567,0.08412,0.05837,0.15811,0.00727,1.90529,1,0.98713,0.995,0.91394,1,0.98713,0.995,0.98499,0.44437,0.10124,0.0348,0.15254,0.00741,0,0.0001784,0.0001784,0.0001784
94,1553.98,0.47139,0.08003,0.04982,0.15961,0.00735,1.80155,1,0.98755,0.995,0.91721,1,0.98755,0.995,0.98669,0.43878,0.09868,0.02776,0.1469,0.00712,0,0.0001586,0.0001586,0.0001586
95,1570.35,0.46969,0.08025,0.04278,0.16118,0.00738,1.73974,0.99766,0.99048,0.995,0.92571,0.99766,0.99048,0.995,0.98733,0.42373,0.09717,0.02437,0.13767,0.00681,0,0.0001388,0.0001388,0.0001388
96,1586.95,0.45451,0.07923,0.04285,0.151,0.00706,1.64818,1,0.97915,0.99481,0.93322,1,0.97915,0.99481,0.98758,0.39569,0.09627,0.02162,0.13912,0.00619,0,0.000119,0.000119,0.000119
97,1603.43,0.43576,0.07324,0.04287,0.16491,0.00669,1.52864,0.98984,1,0.995,0.93445,0.98984,1,0.995,0.98774,0.40781,0.09552,0.01958,0.13028,0.00652,0,9.92e-05,9.92e-05,9.92e-05
98,1619.84,0.43398,0.07379,0.03949,0.16066,0.00641,1.46363,0.99894,1,0.995,0.93387,0.99894,1,0.995,0.98758,0.40499,0.09471,0.0183,0.12869,0.0065,0,7.94e-05,7.94e-05,7.94e-05
99,1636.38,0.45578,0.07549,0.03419,0.16365,0.00683,1.38141,1,0.99702,0.995,0.93325,1,0.99702,0.995,0.98752,0.40575,0.09423,0.01695,0.13432,0.00654,0,5.96e-05,5.96e-05,5.96e-05
100,1652.81,0.42028,0.07378,0.03325,0.15495,0.00634,1.48041,1,0.9994,0.995,0.93436,1,0.9994,0.995,0.98739,0.39226,0.09478,0.01637,0.12901,0.00618,0,3.98e-05,3.98e-05,3.98e-05
