epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,653.432,0.91192,0.39939,0.00219,0.88352,0.91075,0.94961,0.56687,1.43702,0.62818,0.0029,0.0008054,0.0008054,0.0008054
183,656.873,0.91976,0.38878,0.0022,0.87596,0.9235,0.95786,0.58227,1.36175,0.65166,0.00268,0.0007988,0.0007988,0.0007988
184,660.366,0.91062,0.40097,0.0021,0.89231,0.93573,0.96243,0.55497,1.45073,0.61065,0.00283,0.0007922,0.0007922,0.0007922
185,663.835,0.93727,0.39848,0.002,0.88692,0.93625,0.96079,0.52186,1.55792,0.62632,0.00302,0.0007856,0.0007856,0.0007856
186,667.312,0.91858,0.40144,0.00217,0.933,0.91314,0.96441,0.54122,1.52356,0.59445,0.00302,0.000779,0.000779,0.000779
187,670.777,0.86991,0.40881,0.00209,0.89331,0.94171,0.95804,0.56519,1.4373,0.56591,0.00288,0.0007724,0.0007724,0.0007724
188,674.254,0.93424,0.38954,0.00201,0.87143,0.93831,0.96056,0.61772,1.30288,0.55027,0.00276,0.0007658,0.0007658,0.0007658
189,677.676,0.86658,0.40079,0.00202,0.91496,0.9015,0.96373,0.64106,1.24728,0.53625,0.0027,0.0007592,0.0007592,0.0007592
190,681.15,0.93885,0.40347,0.00225,0.89233,0.91439,0.96352,0.63152,1.24632,0.56236,0.00258,0.0007526,0.0007526,0.0007526
191,684.663,0.87219,0.38597,0.00201,0.89191,0.91257,0.95479,0.52973,1.57162,0.62559,0.00295,0.000746,0.000746,0.000746
192,688.154,0.91821,0.40017,0.00208,0.85649,0.92403,0.94424,0.57432,1.42656,0.63546,0.00293,0.0007394,0.0007394,0.0007394
193,691.58,0.93417,0.38808,0.00199,0.8578,0.91439,0.94557,0.59467,1.35175,0.63244,0.00287,0.0007328,0.0007328,0.0007328
194,695.101,0.84894,0.37957,0.002,0.90223,0.89617,0.95979,0.6181,1.32043,0.60141,0.00273,0.0007262,0.0007262,0.0007262
195,698.576,0.813,0.35558,0.00193,0.88402,0.93025,0.96328,0.61712,1.32057,0.56376,0.00262,0.0007196,0.0007196,0.0007196
196,702.092,0.87035,0.38562,0.00185,0.89286,0.92168,0.95737,0.59006,1.37504,0.56975,0.00272,0.000713,0.000713,0.000713
197,705.484,0.88941,0.38344,0.00207,0.89479,0.91399,0.95832,0.60214,1.34747,0.5522,0.0027,0.0007064,0.0007064,0.0007064
198,708.936,0.87791,0.36466,0.0019,0.89689,0.91899,0.95946,0.6041,1.34505,0.55424,0.00257,0.0006998,0.0006998,0.0006998
199,712.421,0.93399,0.39538,0.00204,0.89164,0.9235,0.96663,0.58966,1.3977,0.56014,0.00275,0.0006932,0.0006932,0.0006932
200,715.892,0.80744,0.37854,0.00198,0.91095,0.913,0.96774,0.59334,1.37667,0.56892,0.00271,0.0006866,0.0006866,0.0006866
201,719.301,0.83584,0.37417,0.00197,0.91676,0.91439,0.96815,0.58087,1.4257,0.57181,0.0028,0.00068,0.00068,0.00068
202,722.747,0.8935,0.37266,0.00204,0.8944,0.93989,0.96714,0.54931,1.51673,0.60162,0.00305,0.0006734,0.0006734,0.0006734
203,726.233,0.84525,0.37004,0.00193,0.88452,0.9208,0.95665,0.62983,1.24468,0.56156,0.00264,0.0006668,0.0006668,0.0006668
204,729.71,0.84216,0.38061,0.00202,0.86433,0.90513,0.94941,0.64521,1.18602,0.55012,0.00257,0.0006602,0.0006602,0.0006602
205,733.163,0.84719,0.36353,0.00186,0.87004,0.91075,0.95678,0.63641,1.22977,0.54529,0.00268,0.0006536,0.0006536,0.0006536
206,736.632,0.80248,0.369,0.00188,0.88997,0.92896,0.96516,0.59225,1.35353,0.61039,0.00281,0.000647,0.000647,0.000647
207,740.151,0.87841,0.35959,0.00194,0.89297,0.92702,0.96685,0.58663,1.37053,0.60437,0.00269,0.0006404,0.0006404,0.0006404
208,743.647,0.85158,0.36494,0.00188,0.91953,0.91585,0.96547,0.56319,1.45757,0.59682,0.00298,0.0006338,0.0006338,0.0006338
209,747.1,0.84254,0.37102,0.0018,0.91683,0.93078,0.96864,0.5506,1.51078,0.59797,0.00323,0.0006272,0.0006272,0.0006272
210,750.598,0.90806,0.37045,0.00192,0.91273,0.93349,0.97167,0.56391,1.46118,0.56534,0.00305,0.0006206,0.0006206,0.0006206
211,754.076,0.83503,0.35691,0.00195,0.91113,0.93375,0.97139,0.63261,1.24709,0.53125,0.00254,0.000614,0.000614,0.000614
212,757.554,0.85059,0.35198,0.00183,0.89763,0.94236,0.96595,0.62377,1.29193,0.54121,0.00293,0.0006074,0.0006074,0.0006074
213,761.005,0.84062,0.35034,0.00185,0.89747,0.94066,0.96332,0.62636,1.29397,0.53983,0.00299,0.0006008,0.0006008,0.0006008
214,764.501,0.81999,0.35608,0.0019,0.87274,0.94536,0.95663,0.61019,1.31559,0.56454,0.00278,0.0005942,0.0005942,0.0005942
215,767.994,0.89051,0.37874,0.00198,0.90732,0.92168,0.96876,0.56947,1.43493,0.58913,0.00277,0.0005876,0.0005876,0.0005876
216,771.441,0.80563,0.35606,0.00207,0.9128,0.93431,0.97158,0.55325,1.47546,0.61233,0.0028,0.000581,0.000581,0.000581
217,774.899,0.83243,0.36512,0.00184,0.91205,0.91803,0.96925,0.56677,1.42841,0.60973,0.00276,0.0005744,0.0005744,0.0005744
218,778.374,0.80722,0.3528,0.00176,0.89001,0.94328,0.96074,0.59585,1.32801,0.57008,0.00265,0.0005678,0.0005678,0.0005678
219,781.87,0.83974,0.35722,0.00179,0.89816,0.93172,0.96013,0.59174,1.33995,0.56694,0.00267,0.0005612,0.0005612,0.0005612
220,785.336,0.83864,0.36547,0.00192,0.9224,0.91439,0.96625,0.6372,1.24052,0.52773,0.0025,0.0005546,0.0005546,0.0005546
221,788.749,0.8073,0.35749,0.00189,0.91236,0.92168,0.96877,0.64908,1.20706,0.51393,0.00245,0.000548,0.000548,0.000548
222,792.279,0.82252,0.36595,0.00181,0.91202,0.91621,0.9684,0.65926,1.18933,0.51815,0.0025,0.0005414,0.0005414,0.0005414
223,795.741,0.8386,0.39057,0.00191,0.88553,0.91589,0.96367,0.66817,1.16052,0.52261,0.00248,0.0005348,0.0005348,0.0005348
224,799.268,0.79372,0.35827,0.00178,0.88779,0.92236,0.96139,0.67038,1.14343,0.5153,0.00248,0.0005282,0.0005282,0.0005282
225,802.726,0.7726,0.35231,0.00181,0.88012,0.93443,0.96196,0.66549,1.16657,0.51401,0.00256,0.0005216,0.0005216,0.0005216
226,806.185,0.81956,0.35459,0.00189,0.90598,0.93028,0.9653,0.64771,1.21512,0.52156,0.00265,0.000515,0.000515,0.000515
227,809.666,0.78968,0.3548,0.00175,0.90215,0.94043,0.97054,0.64758,1.21826,0.52079,0.00261,0.0005084,0.0005084,0.0005084
228,813.209,0.83852,0.35848,0.0017,0.90309,0.93361,0.96736,0.64483,1.21805,0.5352,0.00259,0.0005018,0.0005018,0.0005018
229,816.685,0.80002,0.35068,0.00171,0.89384,0.93554,0.96728,0.64879,1.2215,0.54002,0.00261,0.0004952,0.0004952,0.0004952
230,820.183,0.81851,0.38331,0.00177,0.89584,0.91985,0.96413,0.65455,1.18988,0.55443,0.00256,0.0004886,0.0004886,0.0004886
231,823.629,0.83251,0.36174,0.00195,0.91572,0.90346,0.96474,0.66682,1.16363,0.52002,0.00242,0.000482,0.000482,0.000482
232,827.088,0.81509,0.35126,0.00181,0.91415,0.90893,0.96614,0.65673,1.20514,0.52365,0.00237,0.0004754,0.0004754,0.0004754
233,830.519,0.87037,0.34801,0.00183,0.90927,0.91271,0.96682,0.65826,1.20516,0.52909,0.00236,0.0004688,0.0004688,0.0004688
234,833.975,0.76021,0.32656,0.00174,0.90497,0.9235,0.966,0.66348,1.18371,0.52386,0.00233,0.0004622,0.0004622,0.0004622
235,837.458,0.77447,0.32264,0.00172,0.90018,0.93078,0.96375,0.65039,1.20505,0.53009,0.00237,0.0004556,0.0004556,0.0004556
236,840.972,0.76082,0.34382,0.00175,0.91591,0.91075,0.96165,0.65252,1.19472,0.52544,0.00247,0.000449,0.000449,0.000449
237,844.394,0.83619,0.33373,0.00176,0.91815,0.898,0.96104,0.66359,1.16485,0.50823,0.00246,0.0004424,0.0004424,0.0004424
238,847.878,0.81414,0.35553,0.00173,0.92338,0.89982,0.96113,0.67981,1.13285,0.49162,0.00235,0.0004358,0.0004358,0.0004358
239,851.372,0.86843,0.37746,0.00198,0.92047,0.91439,0.96577,0.674,1.161,0.49472,0.00247,0.0004292,0.0004292,0.0004292
240,854.884,0.84685,0.35129,0.00198,0.92202,0.92603,0.96702,0.67248,1.18155,0.49451,0.00263,0.0004226,0.0004226,0.0004226
241,858.304,0.78925,0.34116,0.00173,0.90583,0.92858,0.96578,0.66687,1.18472,0.49453,0.00264,0.000416,0.000416,0.000416
242,861.779,0.8189,0.35232,0.00183,0.92896,0.9071,0.96488,0.67086,1.16054,0.49524,0.00246,0.0004094,0.0004094,0.0004094
243,865.29,0.74949,0.33272,0.00173,0.90268,0.94353,0.96645,0.67156,1.1573,0.48541,0.00235,0.0004028,0.0004028,0.0004028
244,868.768,0.80737,0.33171,0.00175,0.89331,0.94556,0.96285,0.65808,1.18126,0.5057,0.0024,0.0003962,0.0003962,0.0003962
245,872.16,0.80689,0.34031,0.00196,0.90226,0.94157,0.96529,0.66082,1.17803,0.50408,0.00241,0.0003896,0.0003896,0.0003896
246,875.641,0.7533,0.33268,0.00179,0.9007,0.94174,0.96762,0.66788,1.17088,0.49714,0.00237,0.000383,0.000383,0.000383
247,879.141,0.75228,0.30442,0.00164,0.90995,0.93625,0.96842,0.66457,1.17719,0.49596,0.00238,0.0003764,0.0003764,0.0003764
248,882.625,0.81168,0.3449,0.00177,0.92195,0.92525,0.96849,0.64771,1.21314,0.52278,0.0024,0.0003698,0.0003698,0.0003698
249,886.123,0.75107,0.33822,0.00168,0.9051,0.94353,0.96759,0.63549,1.23848,0.53521,0.00245,0.0003632,0.0003632,0.0003632
250,889.625,0.80802,0.35336,0.00175,0.88646,0.95283,0.96653,0.60999,1.32518,0.56231,0.00261,0.0003566,0.0003566,0.0003566
251,893.102,0.80676,0.33527,0.00178,0.88768,0.93625,0.96424,0.60244,1.34237,0.57574,0.0026,0.00035,0.00035,0.00035
252,896.627,0.78241,0.33611,0.00178,0.8957,0.94353,0.966,0.60295,1.34846,0.5702,0.00255,0.0003434,0.0003434,0.0003434
253,900.078,0.81008,0.33091,0.00174,0.89036,0.95264,0.96825,0.59938,1.36591,0.56649,0.00258,0.0003368,0.0003368,0.0003368
254,903.58,0.8012,0.35104,0.00173,0.90484,0.93525,0.97051,0.62759,1.28528,0.55133,0.00257,0.0003302,0.0003302,0.0003302
255,907.051,0.76484,0.32563,0.00176,0.92074,0.93102,0.97059,0.65343,1.21402,0.53593,0.0025,0.0003236,0.0003236,0.0003236
256,910.505,0.78734,0.32851,0.00168,0.9117,0.94034,0.96717,0.65343,1.19712,0.53401,0.00241,0.000317,0.000317,0.000317
257,913.934,0.79734,0.33429,0.0018,0.92501,0.92114,0.96568,0.6397,1.22616,0.5417,0.00239,0.0003104,0.0003104,0.0003104
258,917.392,0.80034,0.34252,0.00181,0.90818,0.93625,0.96615,0.6373,1.24754,0.54289,0.00242,0.0003038,0.0003038,0.0003038
259,920.872,0.81943,0.34715,0.00183,0.90572,0.92747,0.96459,0.6534,1.1993,0.5332,0.00238,0.0002972,0.0002972,0.0002972
260,924.334,0.82314,0.3309,0.00189,0.90698,0.93078,0.96699,0.65371,1.20437,0.53137,0.00237,0.0002906,0.0002906,0.0002906
261,927.772,0.78859,0.32235,0.00163,0.8974,0.93996,0.96804,0.64587,1.22443,0.53159,0.00239,0.000284,0.000284,0.000284
262,931.234,0.74762,0.31507,0.00168,0.90178,0.94171,0.96974,0.6381,1.25206,0.53468,0.00244,0.0002774,0.0002774,0.0002774
263,934.701,0.79387,0.32158,0.00186,0.8969,0.95076,0.97013,0.64424,1.23597,0.52524,0.00247,0.0002708,0.0002708,0.0002708
264,938.177,0.78115,0.32776,0.00173,0.91096,0.93176,0.97058,0.65586,1.19487,0.52007,0.00247,0.0002642,0.0002642,0.0002642
265,941.632,0.75371,0.30312,0.00168,0.90853,0.94081,0.97088,0.66306,1.16765,0.51034,0.00246,0.0002576,0.0002576,0.0002576
266,945.11,0.81869,0.32625,0.00186,0.90994,0.93861,0.97042,0.6701,1.14795,0.50977,0.00239,0.000251,0.000251,0.000251
267,948.58,0.78544,0.31828,0.0017,0.91666,0.92896,0.97016,0.66309,1.17508,0.51277,0.00235,0.0002444,0.0002444,0.0002444
268,952.077,0.775,0.31917,0.00171,0.9199,0.92037,0.97157,0.64233,1.22884,0.51756,0.0024,0.0002378,0.0002378,0.0002378
269,955.51,0.74817,0.31613,0.00165,0.9336,0.91075,0.97215,0.63486,1.25467,0.52723,0.00244,0.0002312,0.0002312,0.0002312
270,958.97,0.73511,0.31097,0.00168,0.93418,0.91985,0.97352,0.6229,1.29169,0.5377,0.00248,0.0002246,0.0002246,0.0002246
271,962.398,0.77885,0.32044,0.00175,0.93626,0.91075,0.97299,0.63247,1.26318,0.53821,0.00243,0.000218,0.000218,0.000218
272,965.854,0.77894,0.31456,0.00184,0.90786,0.9326,0.9726,0.65828,1.18546,0.53023,0.00239,0.0002114,0.0002114,0.0002114
273,969.315,0.74587,0.31578,0.0016,0.93188,0.90528,0.97287,0.66728,1.15755,0.51357,0.0024,0.0002048,0.0002048,0.0002048
274,972.749,0.7551,0.32715,0.00177,0.91166,0.91985,0.97276,0.67478,1.13444,0.51042,0.00239,0.0001982,0.0001982,0.0001982
275,976.232,0.73344,0.3245,0.00168,0.90949,0.93343,0.97274,0.67516,1.13278,0.50784,0.00234,0.0001916,0.0001916,0.0001916
276,979.724,0.74778,0.31912,0.0018,0.91403,0.92532,0.97277,0.67023,1.15739,0.49798,0.0023,0.000185,0.000185,0.000185
277,983.167,0.77495,0.33174,0.00164,0.91426,0.92714,0.97242,0.66886,1.15812,0.50057,0.0023,0.0001784,0.0001784,0.0001784
278,986.644,0.75283,0.33466,0.00169,0.91567,0.9326,0.97296,0.6651,1.17106,0.50156,0.00233,0.0001718,0.0001718,0.0001718
279,990.12,0.74603,0.31945,0.00179,0.91041,0.94405,0.97305,0.66668,1.16689,0.49923,0.00237,0.0001652,0.0001652,0.0001652
280,993.589,0.75568,0.32119,0.00177,0.91192,0.94296,0.97317,0.66381,1.17213,0.5016,0.00239,0.0001586,0.0001586,0.0001586
281,997.013,0.76665,0.3264,0.0017,0.89974,0.94804,0.97332,0.65988,1.17771,0.50297,0.0024,0.000152,0.000152,0.000152
282,1000.48,0.71437,0.30312,0.00165,0.91231,0.94757,0.97428,0.65152,1.2056,0.5081,0.00241,0.0001454,0.0001454,0.0001454
283,1003.98,0.74457,0.30997,0.0017,0.91751,0.949,0.97386,0.64613,1.22944,0.50918,0.00243,0.0001388,0.0001388,0.0001388
284,1007.42,0.73901,0.31821,0.00175,0.90522,0.95993,0.9735,0.64653,1.22017,0.51116,0.00241,0.0001322,0.0001322,0.0001322
285,1010.85,0.70295,0.29735,0.00149,0.91176,0.93989,0.97282,0.64849,1.20807,0.50634,0.00241,0.0001256,0.0001256,0.0001256
286,1014.34,0.72697,0.32066,0.00158,0.90523,0.9395,0.97189,0.66084,1.1752,0.49825,0.00238,0.000119,0.000119,0.000119
287,1017.87,0.78634,0.32876,0.00152,0.90928,0.9493,0.97126,0.66729,1.16282,0.49369,0.00236,0.0001124,0.0001124,0.0001124
288,1021.35,0.77881,0.32778,0.00167,0.89867,0.95082,0.96965,0.67378,1.1454,0.50168,0.00234,0.0001058,0.0001058,0.0001058
289,1024.8,0.75837,0.33052,0.00157,0.89731,0.95264,0.97044,0.67223,1.14108,0.50448,0.00232,9.92e-05,9.92e-05,9.92e-05
290,1028.26,0.73248,0.31462,0.00156,0.9041,0.94444,0.96948,0.66699,1.15519,0.50409,0.00232,9.26e-05,9.26e-05,9.26e-05
291,1033.6,0.66908,0.27786,0.00172,0.91709,0.94536,0.96905,0.66416,1.16687,0.50966,0.00233,8.6e-05,8.6e-05,8.6e-05
292,1037.31,0.72672,0.29793,0.00186,0.91962,0.9326,0.9678,0.6619,1.17111,0.50677,0.00237,7.94e-05,7.94e-05,7.94e-05
293,1040.63,0.70424,0.2824,0.00174,0.92784,0.93678,0.96814,0.66003,1.17499,0.5052,0.00238,7.28e-05,7.28e-05,7.28e-05
294,1044.01,0.71846,0.29651,0.00182,0.92956,0.9375,0.96997,0.66336,1.16959,0.50392,0.00239,6.62e-05,6.62e-05,6.62e-05
295,1047.37,0.67981,0.27772,0.00179,0.93105,0.93458,0.97212,0.66322,1.17033,0.50244,0.00241,5.96e-05,5.96e-05,5.96e-05
296,1050.75,0.72896,0.28638,0.00192,0.92129,0.93811,0.97203,0.66345,1.16922,0.50826,0.0024,5.3e-05,5.3e-05,5.3e-05
297,1054.06,0.64925,0.2677,0.00176,0.92759,0.9333,0.97182,0.66462,1.16912,0.50206,0.00241,4.64e-05,4.64e-05,4.64e-05
298,1057.4,0.69897,0.26832,0.00177,0.92955,0.93738,0.97185,0.66595,1.16471,0.49925,0.0024,3.98e-05,3.98e-05,3.98e-05
299,1060.74,0.74325,0.29206,0.00175,0.92113,0.94536,0.97185,0.66437,1.16952,0.50162,0.0024,3.32e-05,3.32e-05,3.32e-05
300,1064.09,0.66879,0.27859,0.00171,0.92342,0.94448,0.97103,0.66451,1.17062,0.50114,0.0024,2.66e-05,2.66e-05,2.66e-05
